name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Isaiah Demonbreun,DE,5-11,231,5.28,4.66,28.9,35.5,69.84
Darius Dean,RB,5-8.5,183,4.68,4.40,30.5,27.0,69.81
Jackson Trawick,DB,5-9,174,4.84,4.38,34.1,27.5,69.75
David Comer,CB,5-8.5,165,4.70,4.62,34.8,29.5,69.72
Quentarious Ellis,WR,5-8.5,179,4.90,4.50,33.1,31.0,69.48
Jamie Roberts,OL,6-1,346,6.07,5.40,18.5,39.0,69.45
Tj Davis,S,5-10,174,4.75,4.95,32.8,34.0,69.36
Tommy Davis,LB,6-1,227,4.92,4.54,23.1,35.0,69.27
Harley Vaughan,OL,6-3,258,5.27,4.78,24.0,37.5,69.27
Michael Vickers,DL,6-2.5,227,5.44,4.24,23.5,34.0,69.27
Deanthony Love,S,5-11.5,179,4.75,4.38,30.9,28.0,69.27
Brett Sheehan,QB,6-2.5,183,4.93,4.40,30.6,31.0,69.18
Deangelo Ivey,CB,5-11,159,4.70,4.41,33.0,28.0,69.15
Colin Johnson,S,5-7,168,4.88,4.64,31.7,35.0,69.00
Danny Truss,DE,6-1,207,4.91,4.75,29.9,33.5,68.91
Michael Sherman Jr.,RB,5-8.5,172,4.89,4.34,32.8,28.5,68.88
Hunter Lovell,WR,6-4.5,187,4.77,4.61,27.5,33.5,68.88
Josh Branom,DB,6-2,218,5.10,4.53,28.5,33.0,68.85
Eric Farley,RB,5-7.5,194,4.60,4.53,28.0,28.0,68.73
Jalen Kearse,CB,5-9,146,4.74,4.76,38.3,30.5,68.73
Donte Borders,RB,5-6,150,4.76,4.41,29.9,32.0,68.73
Ken Spears,A,5-8,185,5.00,4.53,32.5,32.0,68.58
Keith Kent,CB,5-9,165,4.69,4.58,31.6,30.5,68.52
Renard Whyte,RB,5-7,168,4.64,4.37,32.2,23.5,68.46
Jamal Cummings,RB,5-7.5,183,4.87,4.40,32.7,28.0,68.43
Robert Scott,DE,6-0,240,5.17,4.55,29.5,30.5,68.43
Malik Miller,CB,5-8.5,185,4.99,4.43,35.6,27.5,68.40
Benjaimn Hilliman,RB,5-3,148,4.96,4.20,31.2,30.5,68.37
Alex Muckle,LB,5-11,201,5.11,4.29,28.2,31.0,68.37
Dylan Flowers,DE,6-3,245,5.40,4.78,25.5,38.0,68.28
Cameron Rouse,RB,5-8,176,4.97,4.47,31.8,32.0,68.28
Steve Covington,CB,6-.5,159,4.63,4.27,29.5,25.0,68.25
Deandre Jackson,RB,5-3,143,4.72,4.37,34.2,27.5,68.25
Christian Wafford,RB,5-9.5,176,4.82,4.56,34.4,29.0,68.16
Corey Hall,S,5-9,161,4.85,4.25,27.9,30.5,68.13
Nick Solomon,CB,5-5.5,139,4.89,4.16,30.4,30.0,68.10
Christian Rall,RB,5-7.5,168,4.80,4.33,33.5,25.6,68.10
